"ES_ID","study_ID","year","title","journal","species","strain","F0_sex_exercise","age_manipulation_d","age_mating_d","n_con_parent","n_exp_parent","parent_housing","temperature","photoperiod","manipulation_type","manipulation_mode","manipulatoion_intensity","manipulation_duration","manipulation_window","litter_size_con","litter_size_exp","litter_housing","F1_sex_test","comparison","data_source","tissue_measure","response_age_PND","response_age_life_phase","response_test","response_type","measure","unit_measure","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","biological_direction","multi_use_con","cohort_ID","shared_ID","measure_comments","notes","exp_sd","con_sd","RR","VRR","CVR","VCVR","exerciselnCV","controllnCV","exerciseVlnCV","controlVlnCV","grouped_traits"
"11","Cutuli_2015",2015,"Pre-reproductive materl enrichment influences rat materl care and offspring developmental trajectories: behavioral performances and neuroplasticity correlates","Frontiers in Behavioral Neuroscience","rats","Wistar","female",21,77,10,10,"group (10/cage)",NA,"12","enrichment","voluntary",NA,49,"pre-conception","24","24",NA,"male","EF-p(exp)-EE-p(con)","fig.9B3.png","frontal_cortex",55,"adolescence","ELISA","BDNF","BDNF","pg/g",83.72093024,3.488372093,4,79.06976744,9.302325581,4,1,"no","Cohort_015","Shared_013","different tissues and F1 ages",NA,6.976744186,18.604651162,0.0571584139523668,0.0155769415600812,-1.03798766692826,0.348910274893414,-1.337410730241,-1.28025231628863,0.0962958977168648,0.0924178545755778,"genes"
"12","Cutuli_2015",2015,"Pre-reproductive materl enrichment influences rat materl care and offspring developmental trajectories: behavioral performances and neuroplasticity correlates","Frontiers in Behavioral Neuroscience","rats","Wistar","female",21,77,10,10,"group (10/cage)",NA,"12","enrichment","voluntary",NA,49,"pre-conception","24","24",NA,"male","EF-p(exp)-EE-p(con)","fig.9B3.png","hippocampus",55,"adolescence","ELISA","BDNF","BDNF","pg/g",151.1627907,5.813953488,4,112.7906977,9.302325581,4,1,"no","Cohort_015","Shared_013","different tissues and F1 ages",NA,11.627906976,18.604651162,0.29282347174078,0.00828128802386796,-0.762827101008016,0.341614621357201,-1.92827906160702,-1.63545558986624,0.124641462349527,0.111715100922652,"genes"
"13","Cutuli_2015",2015,"Pre-reproductive materl enrichment influences rat materl care and offspring developmental trajectories: behavioral performances and neuroplasticity correlates","Frontiers in Behavioral Neuroscience","rats","Wistar","female",21,77,10,10,"group (10/cage)",NA,"12","enrichment","voluntary",NA,49,"pre-conception","24","24",NA,"male","EF-p(exp)-EE-p(con)","fig.9B3.png","cerebellum",55,"adolescence","ELISA","BDNF","BDNF","pg/g",70.93023256,5.813953488,4,91.86046513,13.95348837,4,1,"no","Cohort_015","Shared_013","different tissues and F1 ages",NA,11.627906976,27.90697674,-0.258573988416848,0.0297918494554126,-0.616894748851052,0.363125182788746,-0.766153367334929,-1.02472735575178,0.0589171479406322,0.0760038979633093,"genes"
"14","Duran_2018",2018,"Pretal and Early Posttal Environmental Enrichment Reduce Acute Cell Death and Prevent Neurodevelopment and Memory Impairments in Rats Submitted to Neotal Hypoxia Ischemia","Molecular Neurobiology","rats","Wistar","female",60,67,12,12,"grouped","22","12","enrichment","voluntary",NA,52,"pre-conception to post-partum",NA,NA,"with dam","mixed","SC-Sharm(con)-EE-Sharm(exp)","fig.4E.png","hippocampus",67,"adolescence","Western blot","BDNF","BDNF","%actin",110.5050505,12.92929293,6,99.99999999,10.50505051,6,1,"no","Cohort_024","Shared_022","different tissues",NA,31.6701704134741,25.7320134716642,0.0998910399075869,0.0247250364179972,0.107748324454191,0.224725036417997,-1.35732534870967,-1.25743430880208,0.0542188025731408,0.050107521480431,"genes"
"15","Duran_2018",2018,"Pretal and Early Posttal Environmental Enrichment Reduce Acute Cell Death and Prevent Neurodevelopment and Memory Impairments in Rats Submitted to Neotal Hypoxia Ischemia","Molecular Neurobiology","rats","Wistar","female",60,67,12,12,"grouped","22","12","enrichment","voluntary",NA,52,"pre-conception to post-partum",NA,NA,"with dam","mixed","SC-Sharm(con)-EE-Sharm(exp)","fig.4F.png","cerebral_cortex",67,"adolescence","Western blot","BDNF","BDNF","%actin",113.483146,13.48314607,6,99.99999995,14.88764045,6,1,"no","Cohort_024","Shared_022","different tissues",NA,33.0268279989123,36.4671225765189,0.12648414701506,0.0362804469726545,-0.22557504950536,0.236280446972654,-1.03524322916321,-0.908759082148146,0.0415610918294918,0.0358175780612791,"genes"
"16","Da_Silva_2016",2016,"Materl Exercise during Pregncy Increases BDNF Levels and Cell Numbers in the Hippocampal Formation but Not in the Cerebral Cortex of Adult Rat Offspring","PLoS ONE","rats","Wistar","female",NA,NA,17,15,NA,"21","12","treadmill-running","forced","12m/min.30min/day",20,"pregnancy","8","8","single","male","Control(con)-exercise(exp)","fig.1A.png","cortex",60,"adolescence","ELISA","BDNF","BDNF","pg/ml",4.580645162,0.516129032,8,3.612903226,0.580645161,9,1,"no","Cohort_025","Shared_023","different tissues",NA,1.45983335397779,1.741935483,0.237328186407524,0.0385249752593172,-0.405074168463528,0.172453546687889,-0.904343011691916,-0.667014825284392,0.0207807039672069,0.014638176722106,"genes"
"17","Da_Silva_2016",2016,"Materl Exercise during Pregncy Increases BDNF Levels and Cell Numbers in the Hippocampal Formation but Not in the Cerebral Cortex of Adult Rat Offspring","PLoS ONE","rats","Wistar","female",NA,NA,17,15,NA,"21","12","treadmill-running","forced","12m/min.30min/day",20,"pregnancy","8","8","single","male","EX(exp)-CTL(con)","fig.1B.png","hippocampus",60,"adolescence","ELISA","BDNF","BDNF","pg/ml",27.46666667,2.4,8,21.33333333,1.066666667,9,1,"no","Cohort_025","Shared_023","different tissues",NA,6.78822509939086,3.200000001,0.252702353833363,0.010135026864474,0.508264915670845,0.144063598293045,-2.08732233825049,-1.83461998441713,0.0463040969687705,0.0420739406822991,"genes"
"18","Kim_2007",2007,"The influence of materl treadmill running during pregncy on short-term memory and hippocampal cell survival in rat pups","Intertiol Jourl of Developmental Neuroscience","rats","Sprague-Dawley","female",56,56,6,6,"single","20","12","treadmill-running","forced","7m/min; 28min/day",7,"pregnancy","15","15","single","mixed","control(con)-running(exp)","fig.5.png","hippocampus",29,"adolescence","RT-PCR","BDNF","BDNF","O.D.",2.16,0.36,7,1,0.013333333,7,1,"no","Cohort_026","Shared_024",NA,NA,0.952470471983253,0.0352766832656108,0.770108221696074,0.0279555555466667,2.52572866930826,0.194622222213333,-4.0313079523714,-3.26119973067532,0.0801220284005051,0.0764517158047441,"genes"
"19","Lee_2006",2006,"Materl swimming during pregncy enhances short-term memory and neurogenesis in the hippocampus of rat pups","Brain and Development","rats","Sprague-Dawley","female",84,84,6,6,"single","20","12","swimming","forced","30min",7,"pregnancy","15","15","single","mixed","control(con)-running(exp)","fig.5.png","hippocampus",29,"adolescence","RT-PCR","BDNF","BDNF","O.D.",3.327272727,0.4,6,0.981818182,0.018181818,6,1,"no","Cohort_027","Shared_025","no n info of F1; n of F1 assumpted same with F0",NA,0.979795897113271,0.0445361766961506,1.22050210600999,0.0147954423167797,1.87054035734832,0.21479544231678,-4.21360642814543,-2.99310432213543,0.0968787842660398,0.0896024074543087,"genes"
"20","Park_2013",2013,"Materl exercise during pregncy affects mitochondrial enzymatic activity and biogenesis in offspring brain","Neurology and Neuroscience Reports","mice","C57BL/6","female",NA,49,15,15,"grouped",NA,"12","treadmill-running","forced","12m/min;20min/day",21,"pregnancy",NA,NA,"with dam","mixed","CON(con)-E30(exp)","fig.5B.png","hippocampus",3,"early postnatal","Western blot","BDNF","BDNF","%actin",1.358024691,0.12345679,7,0.975308642,0.12345679,7,1,"no","Cohort_033","Shared_031","no n info of F1; n of F1 assumpted same with F0",NA,0.326635964002326,0.326635964002326,0.331032513036442,0.0242875359903333,-0.331032513036442,0.190954202657,-1.34160686567374,-1.0105743526373,0.043742864213972,0.0323368293101782,"genes"
"21","Park_2017",2017,"Paterl physical exercise improves spatial learning ability by enhancing hippocampal neuroplasticity in male pups born from obese materl rats","Jourl of Exercise Rehabilitation","rats","Sprague-Dawley","male",28,112,5,5,NA,"20","12","treadmill-running","forced","12.2m/min;29",84,"pre-conception","10","10",NA,"male","A(con)-B(exp)","fig.2B.png","hippocampus",28,"adolescence","Western blot","BDNF","BDNF","O.D.",1.323008849,0.097345133,10,0.995575221,0.008849558,10,1,"no","Cohort_036","Shared_032","no n info of F1; n of F1 assumpted same with F0",NA,0.30783233941202,0.0279847595657644,0.284343171004862,0.00549282207628828,2.11355205042987,0.116603933187399,-3.80044823635676,-3.5161050653519,0.0527253326059383,0.0517919195227756,"genes"
"22","Parnpiansil_2003",2003,"Exercise during pregncy increases hippocampal brain-derived neurotrophic factor mR expression and spatial learning in neotal rat pup","Neuroscience Letters","rats","Sprague-Dawley","female",NA,NA,20,20,NA,NA,"12","treadmill-running","forced","20m/min;30min/day",21,"pregnancy",NA,NA,NA,"mixed","control(con)-exercise(exp)","fig.2.png","hippocampus",0,"prenantal","RT-PCR","BDNF","BDNF","%actin",0.957142857,0.013186813,9,0.798901099,0.030769231,9,1,"no","Cohort_038","Shared_034","different F1 ages of measure",NA,0.039560439,0.092307693,0.180715499045933,0.00167317542970264,-1.0280133810998,0.126673175429703,-2.27632517035994,-2.095609671314,0.0488782893254008,0.04632367415358,"genes"
"23","Parnpiansil_2003",2003,"Exercise during pregncy increases hippocampal brain-derived neurotrophic factor mR expression and spatial learning in neotal rat pup","Neuroscience Letters","rats","Sprague-Dawley","female",NA,NA,20,20,NA,NA,"12","treadmill-running","forced","20m/min;30min/day",21,"pregnancy",NA,NA,NA,"mixed","control(con)-exercise(exp)","fig.2.png","hippocampus",14,"early postnatal","RT-PCR","BDNF","BDNF","%actin",1.137362637,0.052747253,9,1.172527473,0.048351648,9,1,"no","Cohort_039","Shared_035","different F1 ages of measure",NA,0.158241759,0.145054944,-0.0304495463241235,0.00385130817125701,0.117460935378147,0.128851308171257,-1.99685479006699,-2.02730433639111,0.0449268942214079,0.0452924094887643,"genes"
"24","Parnpiansil_2003",2003,"Exercise during  pregncy increases hippocampal brain-derived neurotrophic factor mR  expression and spatial learning in neo tal rat pup","Neuroscience Letters","rats","Sprague-Dawley","female",NA,NA,20,20,NA,NA,"12","treadmill-running","forced","20m/min;30min/day",21,"pregnancy",NA,NA,NA,"mixed","control(con)-exercise(exp)","fig.2.png","hippocampus",28,"adolescence","RT-PCR","BDNF","BDNF","%actin",0.763736264,0.035164835,9,0.895604396,0.021978022,9,1,"no","Cohort_040","Shared_036","different F1 ages of measure",NA,0.105494505,0.065934066,-0.159276267772465,0.00272217864354184,0.6292798913307,0.127722178643542,-2.38706728268802,-2.54634355046048,0.0502092812580809,0.0518501519235845,"genes"
"25","Rahimi_2018",2018,"Materl voluntary exercise ameliorates learning deficit in rat pups exposed, in utero, to valproic acid; role of BDNF and VEGF and their receptors","Neuropeptides","rats","Wistar","female",NA,NA,5,5,NA,"22","12","wheel-running","voluntary","100g",11,"pregnancy",NA,NA,NA,"male","VE-Con (exercise with saline injection); Sed-Con","fig.5.png","hippocampus",30,"adolescence","ELISA","BDNF","BDNF","%actin",143.0791964,15.32788325,3,101.7699115,5.309734513,3,1,"no","Cohort_042","Shared_038",NA,NA,26.548672561484,9.19672995121799,0.340683802341166,0.0141986679926242,0.719447965626443,0.514198667992624,-2.49455031715049,-2.15386651480933,0.217541395373676,0.204876428209298,"genes"
"26","Sanches_2017",2017,"Pregncy swimming causes short- and long-term neuroprotection against hypoxia-ischemia in very immature rats","Pediatric Research","rats","Wistar","female",NA,NA,6,6,NA,"22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"mixed","SESH(con)-SWSH(exp)","table1","left hippocampus",60,"adolescence","ELISA","BDNF","BDNF","pg/ml",3.88,0.72,6,3.56,0.59,6,1,"no","Cohort_046","Shared_042","n of F1 assumed; n=4-6","different tissues",1.76363261480389,1.44519894824207,0.086074608771243,0.0619016599433273,0.113054066339093,0.261901659943327,-0.887588161103527,-0.801513552332284,0.0354368002637768,0.0313448514556231,"genes"
"27","Sanches_2017",2017,"Pregncy swimming causes short- and long-term neuroprotection against hypoxia-ischemia in very immature rats","Pediatric Research","rats","Wistar","female",NA,NA,6,6,NA,"22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"mixed","SESH(con)-SWSH(exp)","table1","right hippocampus",60,"adolescence","ELISA","BDNF","BDNF","pg/ml",4.57,0.57,6,3.99,0.47,6,1,"no","Cohort_046","Shared_042","n of F1 assumed; n=4-6","different tissues",1.39620915338641,1.15126017910809,0.135721974004341,0.0294322350536186,0.0571816921201503,0.229432235053619,-1.27865605457012,-1.14293408056578,0.0512719707615798,0.0455560910799063,"genes"
"28","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.2C.png","cortex",4,"early postnatal","Western blot","BDNF","BDNF","%control",96.73469383,8.571428571,7,99.79591841,4.285714286,7,1,"no","Cohort_047","Shared_043","n of F1 assumed; n=4-6","different tissues and different ages of F1",22.6778683794197,11.3389341910327,-0.0311551686987596,0.00969556046847903,0.724302349142038,0.176362227135146,-2.06039647555244,-2.0915516442512,0.061974452448758,0.0624402712119961,"genes"
"29","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.3C.png","hippocampus",4,"early postnatal","Western blot","BDNF","BDNF","%control",138.9162561,19.21182266,7,100.4926108,10.34482759,7,1,"no","Cohort_047","Shared_043","n of F1 assumed; n=4-6","different tissues and different ages of F1",50.8297049906354,27.3698411589796,0.323787077051553,0.0297231873383788,0.295252130982876,0.196389854005045,-1.54109622457214,-1.21730914752059,0.0496785124115135,0.0394275334772926,"genes"
"30","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.7A.png","cortex",60,"adolescence","Western blot","BDNF","BDNF","%control",105.6701031,14.17525773,7,100.5154639,14.17525773,7,1,"no","Cohort_048","Shared_044","n of F1 assumed; n=4-6","different tissues and different ages of F1",37.504206723826,37.504206723826,0.050010420817313,0.0378834723487199,-0.050010420817313,0.204550139015387,-0.952535566811367,-0.902525145994054,0.0307133698022348,0.0285548818610788,"genes"
"31","Sanches_2018",2018,"Brain Metabolism Alterations Induced by Pregncy Swimming Decreases Neurological Impairments Following Neotal Hypoxia-Ischemia in Very Immature Rats","Frontiers in Neurology","rats","Wistar","female",NA,NA,8,12,"single","22","12","swimming","forced","20min",21,"pregnancy",NA,NA,NA,"male","SESH(con)-SWSH(exp)","fig.7B.png","hippocampus",60,"adolescence","Western blot","BDNF","BDNF","%control",113,23,7,101,19,7,1,"no","Cohort_048","Shared_044","n of F1 assumed; n=4-6","different tissues and different ages of F1",60.8522801544856,50.2692749102272,0.112267301871081,0.0768171469340637,0.078787934891628,0.24348381360073,-0.72666043168491,-0.614393129813829,0.0230944792399387,0.0191216390298219,"genes"
"32","Uysal_2011",2011,"Materl exercise decreases materl deprivation induced anxiety of pups and correlates to increased prefrontal cortex BDNF and VEGF","Neuroscience letters","rats","Wistar","female",NA,NA,8,8,NA,"22","12","treadmill-running","forced","6.7m/min; 23min/day",26,"pregnancy",NA,NA,"with dam","female","CF(con)-EF(exp)","fig.3B.png","pre-frontal cortex",24,"adolescence","ELISA","BDNF","BDNF","pg/ml",570.0598802,28.74251497,8,771.2574851,71.85628743,8,1,"no","Cohort_051","Shared_047","different F1 sex",NA,81.2961089745714,203.240272450571,-0.3022808720331,0.011222414018363,-0.614009859910638,0.154079556875506,-0.959923949604002,-1.2622048216371,0.025885897081578,0.0344398697407677,"genes"
"33","Uysal_2011",2011,"Materl exercise decreases materl deprivation induced anxiety of pups and correlates to increased prefrontal cortex BDNF and VEGF","Neuroscience letters","rats","Wistar","female",NA,NA,8,8,NA,"22","12","treadmill-running","forced","6.7m/min; 23min/day",26,"pregnancy",NA,NA,"with dam","male","CF(con)-EF(exp)","fig.3B.png","pre-frontal cortex",24,"adolescence","ELISA","BDNF","BDNF","pg/ml",474.251497,9.580838323,8,546.1077845,33.53293413,8,1,"no","Cohort_052","Shared_048","different F1 sex",NA,27.098702990581,94.8454604656193,-0.141078598398628,0.00417851250838613,-1.11168437008183,0.147035655365529,-1.53806035884995,-1.67913895724857,0.0419685718193809,0.0451002047205964,"genes"
"34","Venezia_2015",2015,"Lifelong parental voluntary wheel running increases offspring hippocampal Pgc-1¦Á mR expression but not mitochondrial content or Bdnf expression","NeuroReport","mice","C57BL/6","male",56,NA,20,20,"single",NA,NA,"wheel-running","voluntary",NA,84,"pre-conception","6","6","grouped","male","exercise(exp)-sedentary(con)","fig.2a.png","hippocampus",56,"adolescence","RT-PCR","BDNF","BDNF","%control",0.97752809,0.033707865,10,1.011235955,0.04494382,8,1,"no","Cohort_051","Shared_047","different F1 ages",NA,0.106593628461472,0.12712031957771,-0.0339015515051834,0.00316436925237049,-0.158081761162509,0.130148496236497,-1.96846442038115,-2.00236597188633,0.0511353014007408,0.0516181127519373,"genes"
"35","Venezia_2015",2015,"Lifelong parental voluntary wheel running increases offspring hippocampal Pgc-1¦Á mR expression but not mitochondrial content or Bdnf expression","NeuroReport","mice","C57BL/6","male",56,NA,20,20,"single",NA,NA,"wheel-running","voluntary",NA,84,"pre-conception","6","6","grouped","male","exercise(exp)-sedentary(con)","fig.4a.png","hippocampus",196,"adulthood","RT-PCR","BDNF","BDNF","%control",1.091954023,0.103448276,9,1.045977011,0.114942529,10,1,"no","Cohort_052","Shared_048","different F1 ages",NA,0.310344828,0.363480191659956,0.0430173855667446,0.0210509055944437,-0.194113715575706,0.139106461149999,-1.04444369426444,-1.0014263086977,0.0213930172268065,0.0201261257981755,"genes"
"36","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.4A.png","CA1",27,"adolescence","immunohistochemistry","BDNF","BDNF","O.D.",25.39877301,4.233128834,4,13.43558282,2.944785276,4,1,"no","Cohort_054","Shared_049","different test methods",NA,8.466257668,5.889570552,0.636794244316239,0.0758168094904351,-0.273888750685928,0.409150142823768,-1.29485111586799,-0.658056871551747,0.093796405489667,0.0505934876077789,"genes"
"37","Yin_2013",2013,"Paterl treadmill exercise enhances spatial learning and memory related to hippocampus among male offspring","Behavioural Brain Research","mice","C57BL/6","male",56,NA,10,10,"single","20-23","12","treadmill-running","forced","12m/min;60min/day",42,"pre-conception","8","8","single","male","CM(con)-EM(exp)","fig.4A.png","CA2",27,"adolescence","immunohistochemistry","BDNF","BDNF","O.D.",25.21472392,2.944785276,4,15.82822086,1.472392638,4,1,"no","Cohort_054","Shared_050","different test methods",NA,5.889570552,2.944785276,0.465633629251808,0.0222928380880215,0.227513551308137,0.355626171421355,-1.98072553669364,-1.51509190744183,0.126605126737491,0.105667717295481,"genes"
